atanunitamba:PD;26445
atanupratibimba:PD;26455
atanubala:MD;565,PD;26462,SCH;942
atanubAzpapAta:PD;26463
atanuBujabala:PD;26464
atannibanDanA:PD;26563
atamabAdi:PD;26601
atarkitalabDA:PD;26661
atarkitopalabDa:PD;26682
atasIbIja:PD;26812
atastabDa:PD;26827
atApalabDA:PD;26939
atAmbUla:PD;26945
atAlaSabda:PD;26966
atikaPolbaRa:PD;27023
atikambalam:PD;27030
atikArIzaganDyAbanDu:PD;27145
atikuwumbaka:PD;27177
atikuwumbaBAra:PD;27178
atikubja:PD;27196
atikOmudaganDyAbanDu:PD;27285
atikramabalAbalA:PD;27313
atikramasaMbanDa:PD;27318
atikrAntabanDu:PD;27388
atikrAntabAlya:PD;27391
atikrAntaSabdArTA:PD;27426
atiklIba:PD;27510
atiklIbam:PD;27511
atikzIbatA:PD;27551
atigarbita:BUR;280,GST;1147
atigahanasambanDa:PD;27664
atigAQabanDa:PD;27676
aticitraSabdaSayyA:PD;27937
aticiranibadDa:PD;27964
aticirabrahmacaryacaraRa:PD;27969
aticCandoktibADa:PD;28000
atitantrIbanDu:PD;28125
atitumbaru:PD;28275
atitumburu:PD;28276
atitrastamuKAmbuja:PD;28345
atidarpitabala:PD;28573
atidizwapadArTabADa:PD;28639
atidizwabADa:PD;28650
atidizwabrahmacarya:PD;28651
atidizwAjabADa:PD;28660
atidIrGabAhu:PD;28710
atiduHKaprabanDa:PD;28740
atidurgapratistabDa:PD;28779
atidurbadDa:PD;28812
atidurbala:MD;648,PD;28813,PW;1777,SCH;1068,STC;422
atidurbalatA:PD;28814,SCH;1069
atidurbalA:PD;28815
atidurbalANgI:PD;28816
atidurboDa:PD;28817
atidurboDatA:PD;28818
atideSapratibanDa:PD;29035
atideSabala:PD;29049
atideSabADa:PD;29050
atideSaboDana:PD;29052
atideSalabDa:PD;29066
atideSopalabDi:PD;29175
atidOrbalya:PD;29206
atiDanalubDa:PW;1796
atiDanalubDAtman:PD;29253
atiniHSabda:SCH;1105,STC;451
atinikurumbatara:PD;29373
atinipuRabudDi:PD;29413
atinibanDay:PD;29418
atinibiqa:PD;29419
atinibiqatA:PD;29420
atinibiqanibadDa:PD;29422
atinibiqapradeSa:PD;29423
atinibiqam:PD;29424
atinibiqasanDi:PD;29426
atinibiqasUtrabanDa:PD;29427
atinibirIsatA:PD;29428
atinirAlamba:PD;29445
atinirbanD:PD;29469
atinirbanDa:CAE;539,CCS;367,PD;29470,PW;1811
atinirbanDakArin:PD;29471
atinirbanDatas:PD;29472
atinirbanDayitum:PD;29473
atinirbanDinI:PD;29476
atinirbanDena:STC;446
atinirbala:PD;29477
atinirbADa:PD;29478
atinirbIja:PD;29479
atiniSSabda:PD;29524
atipARqukambala:SCH;1112
atipARqukambalA:PD;29765
atipibat:PD;29861
atipurIzabanDana:PD;29916
atiprajYAbala:PD;30015
atipraRItabudDi:PD;30030
atiprabanDa:CAE;550,CCS;375,MD;688,MW;2684,PD;30081,PW;1862,PWG;1336,STC;491
atiprabanDaH:AP;674
atiprabaMDaH:AP90;603
atiprabanDatas:PD;30082
atiprabala:CCS;376,MD;689,PD;30083
atiprabalatA:PD;30084
atiprabudDa:PD;30085
atipralamba:PD;30141
atiprAbalyadaSA:PD;30349
atipremabala:PD;30382
atibakula:PD;30426
atibadDa:PD;30427
atibadDam:PD;30428
atibadDaspfha:PD;30430
atibadDekzaRA:PD;30431
atibaDira:PD;30432
atibanDa:PD;30433
atibanDagrahahara:PD;30434
atibanDatA:PD;30435
atibanDana:PD;30436
atibanDA:PD;30437
atibanDu:PD;30438
atibanDura:PD;30439,SCH;1144,STC;511
atibala:AP90;610,AP;681,BUR;297,CAE;560,GST;1253,INM;944,MD;697,MW;2697,PD;30441,PE;605,PUI;291,PW;1883,PWG;1347,SCH;1145,SHS;747,STC;512,VCP;919,WIL;748,YAT;638
atibalaH:SKD;654
atibalakIrtana:PD;30443
atibalakft:PD;30444
atibalaparAkrama:PD;30446
atibalapuruza:PD;30447
atibalaBAra:PD;30449
